DOI,title,year,num_citations,num_views,document_type,num_authors,num_references,num_figures,num_equations,num_countries,num_words_title,num_words_abstract,prop_words_abs,prop_simple_words_abs,first_au_F,last_au_F
10.1371/journal.pcbi.1007860,The affective Ising model: A computational account of human affect dynamics,2020,0,1614,Article,6,61,12,4,2,11,283,0.993,0.326,0.002,NA
10.1371/journal.pcbi.1007862,Representation of foreseeable choice outcomes in orbitofrontal cortex triplet-wise interactions,2020,0,1531,Article,5,84,7,20,5,11,302,0.981,0.308,1,0.992
10.1371/journal.pcbi.1007863,G-Onramp: Generating genome browsers to facilitate undergraduate-driven collaborative genome annotation,2020,1,1299,Article,7,35,7,0,2,12,327,0.911,0.268,0.002,0.997
10.1371/journal.pcbi.1007864,Sequence-based prediction of protein binding mode landscapes,2020,7,2054,Article,5,58,6,5,4,8,177,0.96,0.36,0,1
10.1371/journal.pcbi.1007865,Conservation laws by virtue of scale symmetries in neural systems,2020,1,2367,Article,7,39,3,34,2,10,161,0.968,0.421,0.004,0.004
10.1371/journal.pcbi.1007866,Learning clinical networks from medical records based on information estimates in mixed-type data,2020,0,1345,Article,6,40,4,15,2,14,181,0.967,0.295,0.004,NA
10.1371/journal.pcbi.1007867,Balance between asymmetry and abundance in multi-domain DNA-binding proteins may regulate the kinetics of their binding to DNA,2020,0,908,Article,2,37,10,1,2,20,297,0.909,0.357,NA,0
10.1371/journal.pcbi.1007868,Ten simple rules for designing learning experiences that involve enhancing computational biology Wikipedia articles,2020,1,1570,Review,3,60,0,0,3,14,NA,0,0,0,0.068
10.1371/journal.pcbi.1007869,"PenDA, a rank-based method for personalized differential analysis: Application to lung cancer",2020,0,1954,Article,7,57,8,5,2,13,243,0.947,0.3,0.998,0.004
10.1371/journal.pcbi.1007870,RESEARCH ARTICLE Combining molecular dynamics simulations with small-angle X-ray and neutron scattering data to study multi-domain proteins in solution,2020,5,2826,Article,6,57,9,8,3,22,230,0.955,0.366,0.007,0
10.1371/journal.pcbi.1007871,Large scale analyses of genotype-phenotype relationships of glycine decarboxylase mutations and neurological disease severity,2020,0,1867,Article,5,68,10,0,3,15,240,0.908,0.217,0.004,NA
10.1371/journal.pcbi.1007872,ICDA-CGR: Identification of circRNA-disease associations based on Chaos Game Representation,2020,15,1398,Article,6,39,8,34,2,12,268,0.894,0.306,0.138,NA
10.1371/journal.pcbi.1007873,Inferring the immune response from repertoire sequencing,2020,5,1791,Article,3,24,7,35,3,7,160,0.991,0.394,0,0.035
10.1371/journal.pcbi.1007874,Simulating flow induced migration in vascular remodelling,2020,0,1312,Article,5,44,10,9,3,7,267,0.98,0.397,0,0.997
10.1371/journal.pcbi.1007875,Randomly connected networks generate emergent selectivity and predict decoding properties of large populations of neurons,2020,1,1715,Article,2,38,6,10,2,15,156,1,0.293,0.99,0.144
10.1371/journal.pcbi.1007877,Accelerating prediction of chemical shift of protein structures on GPUs: Using OpenACC,2020,0,1396,Article,6,34,2,1,2,12,183,0.879,0.347,0.005,1
10.1371/journal.pcbi.1007878,Estimating a novel stochastic model for within-field disease dynamics of banana bunchy top virus via approximate Bayesian computation,2020,2,1498,Article,4,22,13,6,4,19,147,0.973,0.339,0,0.988
10.1371/journal.pcbi.1007879,Towards a data-driven characterization of behavioral changes induced by the seasonal flu,2020,5,2386,Article,4,76,4,1,4,13,246,0.92,0.247,NA,0.642
10.1371/journal.pcbi.1007880,A mathematical model of local and global attention in natural scene viewing,2020,0,761,Article,6,49,10,19,1,12,204,0.984,0.372,0.771,0
10.1371/journal.pcbi.1007881,Improving reproducibility in computational biology research,2020,3,2626,Editorial,5,8,0,0,2,6,NA,0,0,0.005,0
10.1371/journal.pcbi.1007882,A fully joint bayesian quantitative trait locus mapping of human protein abundance in plasma,2020,1,1458,Article,10,57,5,3,4,14,319,0.922,0.259,NA,0
10.1371/journal.pcbi.1007883,Differentiation of cytopathic effects (CPE) induced by influenza virus infection using deep convolutional neural networks (CNN),2020,0,2512,Article,6,19,5,0,3,16,230,0.89,0.291,NA,NA
10.1371/journal.pcbi.1007884,A systems-biology approach to molecular machines: Exploration of alternative transporter mechanisms,2020,0,1453,Article,5,44,7,10,2,12,217,0.973,0.354,0.083,0.004
10.1371/journal.pcbi.1007885,Standard multiscale entropy reflects neural dynamics at mismatched temporal scales: What's signal irregularity got to do with it?,2020,3,2384,Article,3,145,12,0,2,19,293,0.963,0.256,0.015,0.004
10.1371/journal.pcbi.1007886,Bayesian regression explains how human participants handle parameter uncertainty,2020,0,1630,Article,5,47,6,17,3,9,179,0.982,0.409,NA,NA
10.1371/journal.pcbi.1007888,Taste of time: A porous-medium model for human tongue surface with implications for early taste perception,2020,0,1427,Article,2,44,4,11,2,17,169,0.991,0.374,NA,0.138
10.1371/journal.pcbi.1007889,Disease evolution in reaction networks: Implications for a diagnostic problem,2020,0,1117,Article,2,40,7,14,3,10,245,1,0.403,NA,0
10.1371/journal.pcbi.1007890,Non-uniform distribution of myosin-mediated forces governs red blood cell membrane curvature through tension modulation,2020,2,1478,Article,5,124,8,13,2,16,257,0.938,0.32,1,1
10.1371/journal.pcbi.1007892,Implications of localized charge for human influenza A H1N1 hemagglutinin evolution: Insights from deep mutational scans,2020,0,1224,Article,6,40,5,4,3,16,329,0.964,0.349,0,0.004
10.1371/journal.pcbi.1007893,Calibration of individual-based models to epidemiological data: A systematic review,2020,2,3061,Review,5,64,3,0,4,11,320,0.866,0.274,NA,NA
10.1371/journal.pcbi.1007894,Predicting host taxonomic information from viral genomes: A comparison of feature representations,2020,0,3407,Article,3,60,12,1,2,12,259,0.986,0.331,0.999,0.004
10.1371/journal.pcbi.1007895,"A systematic machine learning and data type comparison yields metagenomic predictors of infant age, sex, breastfeeding, antibiotic usage, country of origin, and delivery type",2020,0,2598,Article,6,42,4,0,2,24,144,0.885,0.354,0.003,0
10.1371/journal.pcbi.1007896,Dynamic metabolic adaptation can promote species coexistence in competitive microbial communities,2020,4,2542,Article,4,65,5,9,3,11,270,0.981,0.344,0.002,0.002
10.1371/journal.pcbi.1007897,Immunization strategies in networks with missing data,2020,0,1688,Article,4,83,5,1,2,7,195,1,0.345,0.004,0
10.1371/journal.pcbi.1007898,"In silico discovery and biological validation of ligands of FAD synthase, a promising new antimicrobial target",2020,0,1086,Article,6,77,7,3,4,16,303,0.958,0.307,0,0.873
10.1371/journal.pcbi.1007900,Personalized logical models to investigate cancer response to BRAF treatments in melanomas and colorectal cancers,2021,0,637,Article,5,72,6,1,2,15,304,0.942,0.291,0.001,0.012
10.1371/journal.pcbi.1007901,A systematic approach to decipher crosstalk in the p53 signaling pathway using single cell dynamics,2020,0,1512,Article,5,69,7,0,2,15,195,0.937,0.261,0.008,0.007
10.1371/journal.pcbi.1007902,Statistical analysis of 3D localisation microscopy images for quantification of membrane protein distributions in a platelet clot model,2020,1,1285,Article,6,107,3,4,2,18,130,0.909,0.307,0.997,0
10.1371/journal.pcbi.1007903,Co-localization and confinement of ectonucleotidases modulate extracellular adenosine nucleotide distributions,2020,2,910,Article,5,120,10,16,2,11,271,0.904,0.25,0,0.003
10.1371/journal.pcbi.1007904,Restriction of S-adenosylmethionine conformational freedom by knotted protein binding sites,2020,1,919,Article,6,69,12,4,2,11,167,0.945,0.327,1,0.997
10.1371/journal.pcbi.1007909,Perturbation biology links temporal protein changes to drug responses in a melanoma cell line,2020,1,1441,Article,9,44,6,19,5,14,190,0.961,0.328,0.973,0.137
10.1371/journal.pcbi.1007910,Partitioning stable and unstable expression level variation in cell populations: A theoretical framework and its application to the T cell receptor,2020,0,1096,Article,3,67,9,24,2,21,201,0.918,0.345,0,0.005
10.1371/journal.pcbi.1007911,"10 simple rules for teaching wet-lab experimentation to computational biology students, i.e., turning computer mice into lab rats",2020,1,2332,Editorial,2,9,0,0,2,20,NA,0,0,0.004,0.004
10.1371/journal.pcbi.1007912,bigPint: A Bioconductor visualization package that makes big data pint-sized,2020,1,2332,Article,2,43,16,0,2,11,183,0.897,0.256,0.962,0.998
10.1371/journal.pcbi.1007913,Two-step mechanism of j-domain action in driving hsp70 function,2020,3,1332,Article,12,81,5,0,3,11,193,0.934,0.262,0,0
10.1371/journal.pcbi.1007916,Persistent thermal input controls steering behavior in Caenorhabditis elegans,2021,0,920,Article,3,46,8,12,2,9,220,0.992,0.333,NA,0.004
10.1371/journal.pcbi.1007917,Compositional Lotka-Volterra describes microbial dynamics in the simplex,2020,0,2977,Article,5,34,5,25,2,9,231,0.971,0.343,0.027,NA
10.1371/journal.pcbi.1007918,Classifying sex and strain from mouse ultrasonic vocalizations using deep learning,2020,1,1660,Article,5,51,7,0,4,11,251,0.901,0.34,NA,NA
10.1371/journal.pcbi.1007919,Atomistic mechanism of transmembrane helix association,2020,0,1892,Article,4,50,4,6,3,6,234,0.992,0.364,0.713,0.004
10.1371/journal.pcbi.1007920,Order matters: How covert value updating during sequential option sampling shapes economic preference,2020,0,1118,Article,3,38,6,8,2,13,241,0.973,0.403,0.252,0
10.1371/journal.pcbi.1007922,All-atom simulation of the HET-s prion replication,2020,1,1093,Article,6,32,7,11,3,9,246,0.969,0.294,0.036,0
10.1371/journal.pcbi.1007923,Realistic modeling of mesoscopic ephaptic coupling in the human brain,2020,1,1887,Article,6,87,5,8,3,10,260,0.942,0.282,0,0
10.1371/journal.pcbi.1007924,A validation framework for neuroimaging software: The case of population receptive fields,2020,2,1476,Article,4,38,10,3,3,12,305,0.954,0.305,NA,0.004
10.1371/journal.pcbi.1007925,Detecting differential alternative splicing events in scRNA-seq with or without Unique Molecular Identifiers,2020,1,3635,Article,3,20,4,13,2,14,312,0.941,0.349,0.491,NA
10.1371/journal.pcbi.1007926,In silico analysis of hypoxia activated prodrugs in combination with anti angiogenic therapy through nanocell delivery,2020,4,1051,Article,3,63,9,10,2,16,273,0.975,0.333,0.091,0.001
10.1371/journal.pcbi.1007927,Measurable health effects associated with the daylight saving time shift,2020,3,9447,Article,4,45,2,0,3,10,295,0.958,0.373,NA,0.041
10.1371/journal.pcbi.1007929,Discriminating between negative cooperativity and ligand binding to independent sites using pre-equilibrium properties of binding curves,2020,0,1902,Article,3,34,7,10,2,17,209,0.976,0.403,0.001,0.99
10.1371/journal.pcbi.1007930,Phenotypic delay in the evolution of bacterial antibiotic resistance: Mechanistic models and their implications,2020,0,1503,Article,5,95,5,5,3,14,205,0.983,0.378,NA,0
10.1371/journal.pcbi.1007931,Delayed global feedback in the genesis and stability of spatiotemporal excitation patterns in paced biological excitable media,2020,1,802,Article,2,79,7,10,3,17,299,0.928,0.288,0.283,NA
10.1371/journal.pcbi.1007932,Chloride dynamics alter the input-output properties of neurons,2020,4,1280,Article,4,63,6,6,3,9,246,0.984,0.279,0.005,0.004
10.1371/journal.pcbi.1007933,A crowdsourced set of curated structural variants for the human genome,2020,0,2389,Article,24,11,8,0,8,11,237,0.85,0.357,0.876,0.005
10.1371/journal.pcbi.1007934,Microbial communities display alternative stable states in a fluctuating environment,2020,0,2625,Article,4,48,4,4,3,10,218,0.949,0.402,0.906,0.002
10.1371/journal.pcbi.1007935,Brain dynamics for confidence-weighted learning,2020,0,1453,Article,1,117,5,5,2,6,240,0.978,0.284,0,0
10.1371/journal.pcbi.1007936,A functional spiking-neuron model of activity-silent working memory in humans based on calcium-mediated short-term synaptic plasticity,2020,0,1881,Article,4,53,14,6,3,20,247,0.985,0.369,0,NA
10.1371/journal.pcbi.1007937,Cerebellar Golgi cell models predict dendritic processing and mechanisms of synaptic plasticity,2020,0,824,Article,4,81,9,0,2,12,179,0.944,0.298,0,0
10.1371/journal.pcbi.1007939,Iterative point set registration for aligning scRNA-seq data,2020,0,1183,Article,2,43,5,2,2,9,170,0.971,0.417,0.013,0
10.1371/journal.pcbi.1007940,Learning gene networks underlying clinical phenotypes using SNP perturbation,2020,0,1288,Article,3,61,7,21,2,9,239,0.977,0.278,0.006,NA
10.1371/journal.pcbi.1007941,Socioeconomic bias in influenza surveillance,2020,2,2631,Article,6,77,5,4,4,5,186,0.961,0.236,0.004,0.988
10.1371/journal.pcbi.1007942,Moving analytical ultracentrifugation software to a good manufacturing practices (GMP) environment,2020,0,1219,Article,4,35,1,1,3,11,306,0.918,0.287,0.041,NA
10.1371/journal.pcbi.1007943,Multiscale modeling of human cerebrovasculature: A hybrid approach using image-based geometry and a mathematical algorithm,2020,1,1580,Article,6,40,11,15,2,16,239,0.993,0.326,0,0
10.1371/journal.pcbi.1007944,Combined model-free and model-sensitive reinforcement learning in non-human primates,2020,2,1873,Article,5,57,3,16,3,12,233,0.993,0.348,0,0.003
10.1371/journal.pcbi.1007945,Early transmission of sensitive strain slows down emergence of drug resistance in Plasmodium vivax,2020,0,1070,Article,2,96,5,24,2,14,175,0.971,0.356,0.007,0.004
10.1371/journal.pcbi.1007946,Ten simple rules for researchers while in isolation from a pandemic,2020,2,4933,Review,2,11,0,0,3,11,NA,0,0,NA,0.003
10.1371/journal.pcbi.1007947,Natural scene statistics predict how humans pool information across space in surface tilt estimation,2020,2,855,Article,2,69,12,8,2,14,184,0.969,0.429,NA,0
10.1371/journal.pcbi.1007951,Model-based and phylogenetically adjusted quantification of metabolic interaction between microbial species,2020,0,1517,Article,4,61,6,3,2,12,250,0.966,0.311,0.011,NA
10.1371/journal.pcbi.1007954,Winter is coming: Pathogen emergence in seasonal environments,2020,0,1848,Article,2,40,5,30,2,8,213,0.982,0.464,0,0
10.1371/journal.pcbi.1007955,The interplay between somatic and dendritic inhibition promotes the emergence and stabilization of place fields,2020,0,1591,Article,2,77,5,9,2,15,179,0.979,0.362,0.006,0.994
10.1371/journal.pcbi.1007956,HemoMIPs-Automated analysis and result reporting pipeline for targeted sequencing data,2020,0,1278,Article,3,15,2,0,3,11,142,0.907,0.271,0.003,0.005
10.1371/journal.pcbi.1007960,Computational study on ratio-sensing in yeast galactose utilization pathway,2020,0,478,Article,4,38,5,36,3,10,301,0.994,0.342,NA,0.112
10.1371/journal.pcbi.1007961,Mathematical modelling reveals cellular dynamics within tumour spheroids,2020,1,2488,Article,5,73,6,11,3,8,297,0.974,0.333,0.004,0.997
10.1371/journal.pcbi.1007962,Reliable estimation of membrane curvature for cryo-electron tomography,2020,0,1423,Article,5,59,13,20,2,9,214,0.985,0.321,0.992,0.008
10.1371/journal.pcbi.1007963,A simple model for learning in volatile environments,2020,0,2375,Article,2,55,10,25,2,8,202,0.975,0.417,0,0.004
10.1371/journal.pcbi.1007965,Resilience of three-dimensional sinusoidal networks in liver tissue,2020,1,1135,Article,7,59,4,10,3,9,296,0.977,0.398,0,0.003
10.1371/journal.pcbi.1007966,Effect of magnitude and variability of energy of activation in multisite ultrasensitive biochemical processes,2020,0,712,Article,3,55,5,44,2,14,187,0.948,0.379,1,0.001
10.1371/journal.pcbi.1007967,Assessing predictors for new post translational modification sites: A case study on hydroxylation,2020,0,1263,Article,6,42,6,0,2,13,198,0.984,0.347,0,0
10.1371/journal.pcbi.1007968,Non-canonical RNA-dna differences and other human genomic features are enriched within very short tandem repeats,2020,0,1077,Article,9,45,6,3,3,17,243,0.885,0.317,1,0.119
10.1371/journal.pcbi.1007969,Emergence of cooperative bistability and robustness of gene regulatory networks,2020,0,2500,Article,2,83,9,5,2,10,300,0.953,0.383,0,NA
10.1371/journal.pcbi.1007970,Real time structural search of the Protein Data Bank,2020,3,2791,Article,3,42,5,18,2,9,155,0.944,0.336,0,0.007
10.1371/journal.pcbi.1007971,Coordinating cell polarization and morphogenesis through mechanical feedback,2021,0,631,Article,6,92,5,8,3,8,211,0.99,0.311,1,NA
10.1371/journal.pcbi.1007972,"Heterogeneous, delayed-onset killing by multiple-hitting T cells: Stochastic simulations to assess methods for analysis of imaging data",2020,0,1139,Article,3,38,6,7,2,19,291,0.968,0.316,0.004,NA
10.1371/journal.pcbi.1007973,XDream: Finding preferred stimuli for visual neurons using generative networks and gradient-free optimization,2020,0,1763,Article,2,44,4,0,2,14,260,0.959,0.288,0.015,0.019
10.1371/journal.pcbi.1007974,Synaptic polarity and sign-balance prediction using gene expression data in the Caenorhabditis elegans chemical synapse neuronal connectome network,2020,0,1266,Article,5,85,5,0,2,19,141,0.888,0.327,NA,0.003
10.1371/journal.pcbi.1007976,A framework to assess the quality and impact of bioinformatics training across ELIXIR,2020,1,1962,Article,30,13,4,0,19,13,190,0.962,0.365,0.837,0.999
10.1371/journal.pcbi.1007977,Somatic hypermutation analysis for improved identification of B cell clonal families from next-generation sequencing data,2020,1,2512,Article,2,66,8,6,2,16,213,0.932,0.288,0.238,0.003
10.1371/journal.pcbi.1007980,AlbaTraDIS: Comparative analysis of large datasets from parallel transposon mutagenesis experiments,2020,1,1035,Article,8,35,5,0,2,11,345,0.938,0.29,0.004,0.003
10.1371/journal.pcbi.1007981,The genome polishing tool POLCA makes fast and accurate corrections in genome assemblies,2020,1,3317,Article,2,14,1,0,2,13,230,0.963,0.39,0.021,0.003
10.1371/journal.pcbi.1007982,It's about time: Analysing simplifying assumptions for modelling multi-step pathways in systems biology,2020,3,2155,Article,2,62,12,34,3,15,232,1,0.353,0,0
10.1371/journal.pcbi.1007983,Task-evoked activity quenches neural correlations and variability across cortical areas,2020,0,2514,Article,8,74,8,19,3,11,186,1,0.322,0,0.005
10.1371/journal.pcbi.1007988,Classification and phylogeny for the annotation of novel eukaryotic GNAT acetyltransferases,2020,0,961,Article,4,126,7,0,2,11,258,0.938,0.317,0,1
10.1371/journal.pcbi.1007989,Dynamic interactions of influenza viruses in Hong Kong during 1998-2018,2020,0,1568,Article,3,80,3,2,3,11,235,0.965,0.362,0.667,0.003
10.1371/journal.pcbi.1007990,Using information theory to optimise epidemic models for real-time prediction and estimation,2020,3,3217,Article,2,22,10,5,2,13,307,0.978,0.296,0.49,1
10.1371/journal.pcbi.1007991,Systematic modelling of the development of laminar projection origins in the cerebral cortex: Interactions of spatio-temporal patterns of neurogenesis and cellular heterogeneity,2020,1,873,Article,2,116,7,0,3,23,277,0.971,0.338,0.997,0
10.1371/journal.pcbi.1007992,Brain-optimized extraction of complex sound features that drive continuous auditory perception,2020,1,2143,Article,5,57,8,5,2,12,230,0.986,0.326,0.996,0.003
10.1371/journal.pcbi.1007994,Physical constraints on early blastomere packings,2021,0,721,Article,2,50,5,8,3,6,208,0.981,0.371,0.005,NA
10.1371/journal.pcbi.1007996,A mathematical model for persistent post-CSD vasoconstriction,2020,0,1270,Article,5,75,7,35,4,8,151,0.95,0.39,NA,NA
10.1371/journal.pcbi.1007997,Stochastic ordering of complexoform protein assembly by genetic circuits,2020,0,1241,Article,5,46,7,3,3,9,264,0.952,0.397,0.03,0
10.1371/journal.pcbi.1007998,Mechanobiological model for simulation of injured cartilage degradation via proinflammatory cytokines and mechanical,2020,1,1235,Article,7,95,8,8,3,13,255,0.939,0.284,NA,0.071
10.1371/journal.pcbi.1007999,Locally adaptive Bayesian birth-death model successfully detects slow and rapid rate shifts,2020,0,904,Article,5,69,8,6,4,13,300,0.948,0.32,0.004,0
10.1371/journal.pcbi.1008000,Multiplexing rhythmic information by spike timing dependent plasticity,2020,1,1011,Article,2,65,8,41,2,8,322,0.994,0.418,0,NA
10.1371/journal.pcbi.1008001,Longitudinal wastewater sampling in buildings reveals temporal dynamics of metabolites,2020,0,1532,Article,6,51,8,1,2,10,178,0.967,0.317,0.002,0.005
10.1371/journal.pcbi.1008002,Multidimensional phenotyping predicts lifespan and quantifies health in Caenorhabditis elegans,2020,0,1686,Article,3,29,6,0,3,10,206,0.934,0.418,NA,0.004
10.1371/journal.pcbi.1008003,Biological network growth in complex environments: A computational framework,2020,0,1326,Article,2,63,6,12,2,9,198,0.992,0.398,0,0.003
10.1371/journal.pcbi.1008006,Epigenome-based splicing prediction using a recurrent neural network,2020,0,2109,Article,4,69,4,20,2,9,200,0.962,0.303,NA,0.003
10.1371/journal.pcbi.1008007,Nine quick tips for efficient bioinformatics curriculum development and training,2020,0,2450,Article,5,49,2,0,2,10,62,1,0.4,0.998,0.004
10.1371/journal.pcbi.1008009,Trade-off between local transmission and long-range dispersal drives infectious disease outbreak size in spatially structured populations,2020,2,1348,Article,5,61,6,10,2,18,203,0.98,0.461,0.997,0.005
10.1371/journal.pcbi.1008010,Population structure across scales facilitates coexistence and spatial heterogeneity of antibiotic-resistant infections,2020,0,1724,Article,5,116,5,3,2,13,211,1,0.449,0.98,0.995
10.1371/journal.pcbi.1008011,Information transmission from NFkB signaling dynamics to gene expression,2020,1,1353,Article,2,73,4,1,2,9,253,0.991,0.4,0,0.007
10.1371/journal.pcbi.1008012,Assessing the performance of methods for copy number aberration detection from single-cell DNA sequencing data,2020,2,2477,Article,4,57,5,3,2,16,198,0.951,0.35,0.26,0
10.1371/journal.pcbi.1008015,Interactions between calmodulin and neurogranin govern the dynamics of CaMKII as a leaky integrator,2020,0,1438,Article,5,120,11,2,2,14,344,0.916,0.302,1,0.007
10.1371/journal.pcbi.1008016,A circuit model of auditory cortex,2020,1,2030,Article,2,40,9,23,2,6,259,0.932,0.351,NA,0.992
10.1371/journal.pcbi.1008017,Capsule networks as recurrent models of grouping and segmentation,2020,0,1768,Article,5,67,8,7,4,9,157,0.958,0.305,0.141,0.005
10.1371/journal.pcbi.1008018,Visual perception of liquids: Insights from deep neural networks,2020,0,1662,Article,3,80,13,0,3,9,294,0.957,0.326,0.713,0.004
10.1371/journal.pcbi.1008020,Computational principles of neural adaptation for binaural signal integration,2020,0,1173,Article,3,53,5,7,2,9,323,0.958,0.246,0,0
10.1371/journal.pcbi.1008021,Forecasting unprecedented ecological fluctuations,2020,0,4006,Article,2,42,4,2,2,4,131,1,0.26,0.004,0.059
10.1371/journal.pcbi.1008022,Depth in convolutional neural networks solves scene segmentation,2020,0,1623,Article,5,57,6,0,2,8,246,0.978,0.367,0.881,NA
10.1371/journal.pcbi.1008023,OSS-DBS: Open-source simulation platform for deep brain stimulation with a comprehensive automated modeling,2020,2,2115,Article,5,35,9,10,2,15,220,0.955,0.326,0,1
10.1371/journal.pcbi.1008024,Extracellular loops of BtuB facilitate transport of vitamin B<inf>12</inf> through the outer membrane of E. coli,2020,4,1661,Article,2,76,9,1,2,19,280,0.958,0.403,0,0.997
10.1371/journal.pcbi.1008030,A Bayesian phylogenetic hidden Markov model for B cell receptor sequence analysis,2020,3,1469,Article,4,53,6,6,2,12,207,0.946,0.349,0.42,0.004
10.1371/journal.pcbi.1008031,Estimation of country-level basic reproductive ratios for novel coronavirus (sars-cov-2/ covid-19) using synthetic contact matrices,2020,4,8355,Article,2,34,2,0,2,19,312,0.944,0.352,0.024,0
10.1371/journal.pcbi.1008032,Ten simple rules for reading a scientific paper,2020,3,63364,Review,3,7,0,0,2,8,NA,0,0,0.998,0.004
10.1371/journal.pcbi.1008033,Facilitating the propagation of spiking activity in feedforward networks by including feedback,2020,1,2227,Article,4,71,8,8,4,12,300,0.987,0.329,NA,0
10.1371/journal.pcbi.1008035,Data-driven contact structures: From homogeneous mixing to multilayer networks,2020,0,1978,Article,3,71,4,12,3,10,270,1,0.346,0.007,0
10.1371/journal.pcbi.1008036,Is mammography screening beneficial: An individual-based stochastic model for breast cancer incidence and mortality,2020,1,2130,Article,2,34,8,0,2,15,163,0.99,0.344,0.984,0.004
10.1371/journal.pcbi.1008037,Optimising efficacy of antibiotics against systemic infection by varying dosage quantities and times,2020,0,1750,Article,6,82,5,4,2,13,300,0.976,0.337,0.012,0.004
10.1371/journal.pcbi.1008038,Whole cell biophysical modeling of codon-tRNA competition reveals novel insights related to translation dynamics,2020,1,1497,Article,2,46,5,1,2,15,248,0.956,0.4,0,0.03
10.1371/journal.pcbi.1008039,Unravelling the γ-butyrolactone network in Streptomyces coelicolor by computational ensemble modelling,2020,0,1245,Article,3,38,7,0,2,12,203,0.888,0.352,1,0.01
10.1371/journal.pcbi.1008040,IDrug: Integration of drug repositioning and drug-target prediction via cross-network embedding,2020,4,3152,Article,3,56,6,7,2,13,231,0.96,0.381,NA,0.926
10.1371/journal.pcbi.1008041,Combining hypoxia-activated prodrugs and radiotherapy in silico: Impact of treatment scheduling and the intra-tumoural oxygen landscape,2020,0,1084,Article,6,57,15,13,5,18,173,0.949,0.28,0.997,NA
10.1371/journal.pcbi.1008044,Machine Learning based histology phenotyping to investigate the epidemiologic and genetic basis of adipocyte morphology and cardiometabolic traits,2020,0,2131,Article,19,57,4,1,5,18,296,0.805,0.32,0.003,0.998
10.1371/journal.pcbi.1008048,Heart failure-induced atrial remodelling promotes electrical and conduction alternans,2020,0,1227,Article,7,70,8,1,3,10,320,0.938,0.255,0.868,NA
10.1371/journal.pcbi.1008049,Template-based mapping of dynamic motifs in tissue morphogenesis,2020,1,1809,Article,3,62,5,3,2,9,213,0.993,0.265,0,0.005
10.1371/journal.pcbi.1008050,Cross-species regulatory sequence activity prediction,2020,2,2455,Article,1,61,6,1,2,6,151,1,0.324,0.004,0.004
10.1371/journal.pcbi.1008051,Quorum sensing via dynamic cytokine signaling comprehensively explains divergent patterns of effector choice among helper T cells,2020,1,1329,Article,3,68,7,4,2,17,223,0.956,0.292,0.004,0.987
10.1371/journal.pcbi.1008052,Beyond ranking nodes: Predicting epidemic outbreak sizes by network centralities,2020,1,2213,Article,2,41,15,2,3,10,187,0.955,0.378,NA,0
10.1371/journal.pcbi.1008053,Estimation of neuron parameters from imperfect observations,2020,0,1378,Article,3,71,5,18,2,7,182,0.982,0.283,0.004,0.002
10.1371/journal.pcbi.1008055,A multiscale model of complex endothelial cell dynamics in early angiogenesis,2021,0,911,Article,4,98,15,21,3,11,305,0.976,0.303,0.999,NA
10.1371/journal.pcbi.1008056,A mathematical model of the metastatic bottleneck predicts patient outcome and response to cancer treatment,2020,0,1625,Article,4,45,5,17,4,15,232,0.964,0.377,1,0.049
10.1371/journal.pcbi.1008057,Temperature-robust activity patterns arise from coordinated axonal Sodium channel properties,2020,1,1096,Article,2,63,4,0,2,11,251,1,0.347,0.997,0
10.1371/journal.pcbi.1008063,A compiler for biological networks on silicon chips,2020,1,1174,Article,6,58,11,12,2,8,201,0.968,0.381,NA,0.005
10.1371/journal.pcbi.1008064,Early exposure to broadly neutralizing antibodies may trigger a dynamical switch from progressive disease to lasting control of SHIV infection,2020,2,1310,Article,3,82,8,35,2,20,310,0.964,0.323,0,NA
10.1371/journal.pcbi.1008065,Inferring the ancestry of parents and grandparents from genetic data,2020,0,1149,Article,4,26,9,11,3,10,194,0.957,0.33,NA,NA
10.1371/journal.pcbi.1008066,A regularized functional regression model enabling transcriptome-wide dosage-dependent association study of cancer drug response,2021,0,386,Article,4,51,6,16,2,16,233,0.957,0.324,1,NA
10.1371/journal.pcbi.1008069,Spatial and temporal patterns of nitric oxide diffusion and degradation drive emergent cerebrovascular dynamics,2020,2,1340,Article,3,250,8,29,2,14,238,0.97,0.402,0.004,0.004
10.1371/journal.pcbi.1008074,Cardiac and renal function interactions in heart failure with reduced ejection fraction: A mathematical modeling analysis,2020,0,1452,Article,3,73,6,14,2,16,265,0.947,0.27,NA,NA
10.1371/journal.pcbi.1008075,Electrical coupling controls dimensionality and chaotic firing of inferior olive neurons,2020,1,1290,Article,8,105,4,6,3,11,298,0.981,0.325,NA,0.002
10.1371/journal.pcbi.1008076,Multiplexing information flow through dynamic signalling systems,2020,0,1587,Article,6,55,6,7,1,7,196,0.966,0.381,0,0.004
10.1371/journal.pcbi.1008078,Signaling models for dopamine-dependent temporal contiguity in striatal synaptic plasticity,2020,0,1375,Article,4,83,8,17,2,11,289,0.91,0.297,NA,0.117
10.1371/journal.pcbi.1008079,ADP is the dominant controller of AMP-activated protein kinase activity dynamics in skeletal muscle during exercise,2020,1,1511,Article,2,69,5,2,2,17,200,0.965,0.281,0.003,0.004
10.1371/journal.pcbi.1008080,Flexible neural connectivity under constraints on total connection strength,2020,0,1216,Article,2,71,7,78,2,9,195,0.983,0.372,0.019,0.005
